symbol,index,security,status,reason,rows,start,end
PB,S&P 400,Prosperity Bancshares,OK,,899,2023-01-13,2026-08-19
PBF,S&P 400,PBF Energy,OK,,902,2023-01-13,2026-08-19
PBH,S&P 600,Prestige Consumer Healthcare,OK,,899,2023-01-13,2026-08-19
PBI,S&P 600,"Pitney Bowes, Inc.",OK,,900,2023-01-13,2026-08-19
PCRX,S&P 600,"Pacira BioSciences, Inc.",OK,,902,2023-01-13,2026-08-19
PCTY,S&P 400,Paylocity,OK,,902,2023-01-13,2026-08-19
PDFS,S&P 600,"PDF Solutions, Inc.",OK,,902,2023-01-13,2026-08-19
PEB,S&P 600,Pebblebrook Hotel Trust,OK,,902,2023-01-13,2026-08-19
PECO,S&P 600,Phillips Edison & Company,OK,,899,2023-01-13,2026-08-19
PEGA,S&P 400,Pegasystems,OK,,901,2023-01-13,2026-08-19
PEN,S&P 400,"Penumbra, Inc.",OK,,902,2023-01-13,2026-08-19
PENG,S&P 600,"Penguin Solutions, Inc.",OK,,902,2023-01-13,2026-08-19
PENN,S&P 600,Penn Entertainment,OK,,900,2023-01-13,2026-08-19
PFBC,S&P 600,Preferred Bank,OK,,902,2023-01-13,2026-08-19
PFGC,S&P 400,Performance Food Group,OK,,902,2023-01-13,2026-08-19
PFS,S&P 600,"Provident Financial Services, Inc.",OK,,899,2023-01-13,2026-08-19
PGNY,S&P 600,"Progyny, Inc.",OK,,900,2023-01-13,2026-08-19
PHIN,S&P 600,"PHINIA, Inc.",OK,,786,2023-06-28,2026-08-19
PI,S&P 600,"Impinj, Inc.",OK,,899,2023-01-13,2026-08-19
PII,S&P 400,Polaris,OK,,899,2023-01-13,2026-08-19
PINS,S&P 400,Pinterest,OK,,900,2023-01-13,2026-08-19
PIPR,S&P 600,Piper Sandler Companies,OK,,902,2023-01-13,2026-08-19
PJT,S&P 600,"PJT Partners, Inc.",OK,,899,2023-01-13,2026-08-19
PK,S&P 400,Park Hotels & Resorts,OK,,899,2023-01-13,2026-08-19
PLAB,S&P 600,"Photronics, Inc.",OK,,902,2023-01-13,2026-08-19
PLMR,S&P 600,"Palomar Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
PLNT,S&P 400,Planet Fitness,OK,,899,2023-01-13,2026-08-19
PLUS,S&P 600,"ePlus, Inc.",OK,,902,2023-01-13,2026-08-19
PLXS,S&P 600,Plexus Corp.,OK,,902,2023-01-13,2026-08-19
PMT,S&P 600,PennyMac Mortgage Investment Trust,OK,,902,2023-01-13,2026-08-19
PNFP,S&P 400,Pinnacle Financial Partners,OK,,899,2023-01-13,2026-08-19
POOL,S&P 600,Pool Corporation,OK,,901,2023-01-13,2026-08-19
POR,S&P 400,Portland General Electric,OK,,902,2023-01-13,2026-08-19
POST,S&P 400,Post Holdings,OK,,899,2023-01-13,2026-08-19
POWI,S&P 600,Power Integrations,OK,,899,2023-01-13,2026-08-19
POWL,S&P 600,"Powell Industries, Inc.",OK,,900,2023-01-13,2026-08-19
PPC,S&P 400,Pilgrim's Pride,OK,,899,2023-01-13,2026-08-19
PPLI,S&P 600,People Inc.,OK,,899,2023-01-13,2026-08-19
PR,S&P 400,Permian Resources,OK,,902,2023-01-13,2026-08-19
PRDO,S&P 600,Perdoceo Education Corp.,OK,,902,2023-01-13,2026-08-19
PRG,S&P 600,"PROG Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
PRGO,S&P 600,Perrigo,OK,,899,2023-01-13,2026-08-19
PRGS,S&P 600,Progress Software Corporation,OK,,902,2023-01-13,2026-08-19
PRI,S&P 400,Primerica,OK,,902,2023-01-13,2026-08-19
PRIM,S&P 600,Primoris Services Corporation,OK,,899,2023-01-13,2026-08-19
PRK,S&P 600,Park National Corp.,OK,,899,2023-01-13,2026-08-19
PRKS,S&P 600,United Parks & Resorts,OK,,902,2023-01-13,2026-08-19
PRLB,S&P 600,Protolabs,OK,,899,2023-01-13,2026-08-19
PRSU,S&P 600,"Pursuit Attractions & Hospitality, Inc.",OK,,902,2023-01-13,2026-08-19
PRVA,S&P 600,"Privia Health Group, Inc.",OK,,902,2023-01-13,2026-08-19
PSMT,S&P 600,PriceSmart,OK,,902,2023-01-13,2026-08-19
PSN,S&P 400,Parsons Corporation,OK,,899,2023-01-13,2026-08-19
PTCT,S&P 600,"PTC Therapeutics, Inc.",OK,,899,2023-01-13,2026-08-19
PTEN,S&P 600,"Patterson-UTI Energy, Inc.",OK,,902,2023-01-13,2026-08-19
PTGX,S&P 600,"Protagonist Therapeutics, Inc.",OK,,899,2023-01-13,2026-08-19
PTON,S&P 600,"Peloton Interactive, Inc.",OK,,901,2023-01-13,2026-08-19
PVH,S&P 400,PVH Corp.,OK,,899,2023-01-13,2026-08-19
PZZA,S&P 600,Papa John's Pizza,OK,,899,2023-01-13,2026-08-19
QDEL,S&P 600,QuidelOrtho,OK,,900,2023-01-13,2026-08-19
QLYS,S&P 400,Qualys,OK,,900,2023-01-13,2026-08-19
QNST,S&P 600,"QuinStreet, Inc.",OK,,899,2023-01-13,2026-08-19
QRVO,S&P 600,Qorvo,OK,,899,2023-01-13,2026-08-19
QTWO,S&P 600,"Q2 Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
R,S&P 400,Ryder,OK,,899,2023-01-13,2026-08-19
RAL,S&P 600,Ralliant Corp,OK,,287,2025-06-25,2026-08-19
RAMP,S&P 600,"LiveRamp Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
RBA,S&P 400,RB Global,OK,,899,2023-01-13,2026-08-19
RBC,S&P 400,RBC Bearings,OK,,899,2023-01-13,2026-08-19
RCUS,S&P 600,"Arcus Biosciences, Inc.",OK,,899,2023-01-13,2026-08-19
RDN,S&P 600,"Radian Group, Inc.",OK,,899,2023-01-13,2026-08-19
RDNT,S&P 600,"RadNet, Inc.",OK,,899,2023-01-13,2026-08-19
RELY,S&P 600,Remitly,OK,,902,2023-01-13,2026-08-19
RES,S&P 600,"RPC, Inc.",OK,,900,2023-01-13,2026-08-19
REX,S&P 600,REX American Resources Corporation,OK,,899,2023-01-13,2026-08-19
REXR,S&P 400,Rexford Industrial Realty,OK,,899,2023-01-13,2026-08-19
REYN,S&P 600,Reynolds Consumer Products,OK,,899,2023-01-13,2026-08-19
REZI,S&P 600,"Resideo Technologies, Inc.",OK,,902,2023-01-13,2026-08-19
RGA,S&P 400,Reinsurance Group of America,OK,,899,2023-01-13,2026-08-19
RGEN,S&P 400,Repligen,OK,,900,2023-01-13,2026-08-19
RGLD,S&P 400,Royal Gold,OK,,899,2023-01-13,2026-08-19
RH,S&P 400,RH,OK,,902,2023-01-13,2026-08-19
RHI,S&P 600,Robert Half,OK,,899,2023-01-13,2026-08-19
RHP,S&P 600,Ryman Hospitality Properties,OK,,899,2023-01-13,2026-08-19
RITM,S&P 600,Rithm Capital,OK,,901,2023-01-13,2026-08-19
RLI,S&P 400,RLI Corp.,OK,,899,2023-01-13,2026-08-19
RMBS,S&P 400,Rambus,OK,,902,2023-01-13,2026-08-19
RNG,S&P 600,"RingCentral, Inc.",OK,,900,2023-01-13,2026-08-19
RNR,S&P 400,RenaissanceRe,OK,,902,2023-01-13,2026-08-19
RNST,S&P 600,Renasant Corp.,OK,,899,2023-01-13,2026-08-19
ROAD,S&P 600,"Construction Partners, Inc.",OK,,902,2023-01-13,2026-08-19
ROCK,S&P 600,"Gibraltar Industries, Inc.",OK,,902,2023-01-13,2026-08-19
ROG,S&P 600,Rogers Corporation,OK,,899,2023-01-13,2026-08-19
ROIV,S&P 400,Roivant Sciences,OK,,899,2023-01-13,2026-08-19
ROKU,S&P 400,"Roku, Inc.",OK,,902,2023-01-13,2026-08-19
RPM,S&P 400,RPM International,OK,,902,2023-01-13,2026-08-19
RRC,S&P 400,Range Resources,OK,,901,2023-01-13,2026-08-19
RRR,S&P 600,"Red Rock Resorts, Inc.",OK,,899,2023-01-13,2026-08-19
RRX,S&P 400,Regal Rexnord,OK,,900,2023-01-13,2026-08-19
RS,S&P 400,"Reliance, Inc.",OK,,899,2023-01-13,2026-08-19
RSI,S&P 600,"Rush Street Interactive, Inc.",OK,,902,2023-01-13,2026-08-19
RUN,S&P 600,Sunrun,OK,,902,2023-01-13,2026-08-19
RUSHA,S&P 600,Rush Enterprises,OK,,900,2023-01-13,2026-08-19
RXO,S&P 600,"RXO, Inc.",OK,,902,2023-01-13,2026-08-19
RYAN,S&P 400,Ryan Specialty,OK,,902,2023-01-13,2026-08-19
RYN,S&P 400,Rayonier,OK,,900,2023-01-13,2026-08-19
SABR,S&P 600,Sabre,OK,,899,2023-01-13,2026-08-19
SAFE,S&P 600,"Safehold, Inc.",OK,,899,2023-01-13,2026-08-19
SAFT,S&P 600,"Safety Insurance Group, Inc.",OK,,902,2023-01-13,2026-08-19
SAH,S&P 600,"Sonic Automotive, Inc.",OK,,900,2023-01-13,2026-08-19
SAIA,S&P 400,Saia,OK,,899,2023-01-13,2026-08-19
SAIC,S&P 400,Science Applications Intl Corp,OK,,902,2023-01-13,2026-08-19
SAM,S&P 400,Boston Beer Company,OK,,899,2023-01-13,2026-08-19
SANM,S&P 400,Sanmina Corporation,OK,,902,2023-01-13,2026-08-19
SARO,S&P 400,StandardAero,OK,,468,2024-10-02,2026-08-19
SBCF,S&P 600,Seacoast Banking Corporation of Florida,OK,,899,2023-01-13,2026-08-19
SBH,S&P 600,"Sally Beauty Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
SBRA,S&P 400,Sabra Health Care REIT,OK,,899,2023-01-13,2026-08-19
SBSI,S&P 600,"Southside Bancshares, Inc.",OK,,899,2023-01-13,2026-08-19
SCHL,S&P 600,Scholastic Corporation,OK,,899,2023-01-13,2026-08-19
SCI,S&P 400,Service Corp Intl,OK,,899,2023-01-13,2026-08-19
SCL,S&P 600,Stepan Company,OK,,902,2023-01-13,2026-08-19
SCSC,S&P 600,"ScanSource, Inc.",OK,,899,2023-01-13,2026-08-19
SDGR,S&P 600,"Schrödinger, Inc.",OK,,902,2023-01-13,2026-08-19
SEDG,S&P 600,SolarEdge,OK,,901,2023-01-13,2026-08-19
SEI,S&P 600,"Solaris Energy Infrastructure, Inc.",OK,,900,2023-01-13,2026-08-19
SEIC,S&P 400,SEI Investments Company,OK,,902,2023-01-13,2026-08-19
SEZL,S&P 600,Sezzle,OK,,734,2023-09-13,2026-08-19
SF,S&P 400,Stifel,OK,,899,2023-01-13,2026-08-19
SFBS,S&P 600,"ServisFirst Bancshares, Inc.",OK,,899,2023-01-13,2026-08-19
SFM,S&P 400,Sprouts Farmers Market,OK,,900,2023-01-13,2026-08-19
SFNC,S&P 600,Simmons First National Corporation,OK,,899,2023-01-13,2026-08-19
SGI,S&P 400,Somnigroup International,OK,,899,2023-01-13,2026-08-19
SHAK,S&P 600,"Shake Shack, Inc.",OK,,900,2023-01-13,2026-08-19
SHC,S&P 400,Sotera Health,OK,,899,2023-01-13,2026-08-19
SHEN,S&P 600,Shenandoah Telecommunications Co,OK,,899,2023-01-13,2026-08-19
SHO,S&P 600,"Sunstone Hotel Investors, Inc.",OK,,899,2023-01-13,2026-08-19
SHOO,S&P 600,"Steven Madden, Ltd.",OK,,899,2023-01-13,2026-08-19
SIG,S&P 600,Signet Jewelers,OK,,902,2023-01-13,2026-08-19
SIGI,S&P 400,Selective Insurance Group,OK,,899,2023-01-13,2026-08-19
SIRI,S&P 400,SiriusXM,OK,,900,2023-01-13,2026-08-19
SITM,S&P 400,SiTime,OK,,902,2023-01-13,2026-08-19
SKT,S&P 600,"Tanger Factory Outlet Centers, Inc.",OK,,899,2023-01-13,2026-08-19
SKY,S&P 600,"Champion Homes, Inc.",OK,,899,2023-01-13,2026-08-19
SKYW,S&P 600,"SkyWest, Inc.",OK,,899,2023-01-13,2026-08-19
SLAB,S&P 400,Silicon Labs,OK,,899,2023-01-13,2026-08-19
SLG,S&P 600,SL Green Realty,OK,,902,2023-01-13,2026-08-19
SLGN,S&P 400,Silgan Holdings,OK,,899,2023-01-13,2026-08-19
SLM,S&P 400,SLM Corp,OK,,899,2023-01-13,2026-08-19
SLVM,S&P 600,Sylvamo Corp.,OK,,902,2023-01-13,2026-08-19
SM,S&P 600,SM Energy Company,OK,,901,2023-01-13,2026-08-19
SMG,S&P 400,Scotts Miracle-Gro Company,OK,,902,2023-01-13,2026-08-19
SMP,S&P 600,"Standard Motor Products, Inc.",OK,,899,2023-01-13,2026-08-19
SMPL,S&P 600,Simply Good Foods Company,OK,,899,2023-01-13,2026-08-19
SMTC,S&P 400,Semtech,OK,,902,2023-01-13,2026-08-19
SN,S&P 400,SharkNinja,OK,,764,2023-07-31,2026-08-19
SNDR,S&P 600,Schneider National,OK,,899,2023-01-13,2026-08-19
SNEX,S&P 600,StoneX Group Inc.,OK,,901,2023-01-13,2026-08-19
SNX,S&P 400,TD Synnex,OK,,899,2023-01-13,2026-08-19
SOLS,S&P 400,Solstice Advanced Materials,OK,,207,2025-10-20,2026-08-19
SON,S&P 400,Sonoco,OK,,902,2023-01-13,2026-08-19
SONO,S&P 600,"Sonos, Inc.",OK,,902,2023-01-13,2026-08-19
SPHR,S&P 600,Sphere Entertainment,OK,,899,2023-01-13,2026-08-19
SPNT,S&P 600,SiriusPoint Ltd.,OK,,902,2023-01-13,2026-08-19
SPSC,S&P 600,"SPS Commerce, Inc.",OK,,899,2023-01-13,2026-08-19
SPXC,S&P 400,SPX Technologies,OK,,899,2023-01-13,2026-08-19
SR,S&P 400,Spire,OK,,902,2023-01-13,2026-08-19
SRPT,S&P 600,Sarepta Therapeutics,OK,,902,2023-01-13,2026-08-19
SSB,S&P 400,South State Bank,OK,,899,2023-01-13,2026-08-19
SSD,S&P 400,Simpson Manufacturing,OK,,899,2023-01-13,2026-08-19
ST,S&P 400,Sensata Technologies,OK,,899,2023-01-13,2026-08-19
STAA,S&P 600,STAAR Surgical Company,OK,,900,2023-01-13,2026-08-19
STAG,S&P 400,STAG Industrial,OK,,902,2023-01-13,2026-08-19
STBA,S&P 600,"S&T Bancorp, Inc.",OK,,899,2023-01-13,2026-08-19
STC,S&P 600,Stewart Information Services Corporation,OK,,899,2023-01-13,2026-08-19
STEP,S&P 600,StepStone Group,OK,,902,2023-01-13,2026-08-19
STRA,S&P 600,"Strategic Education, Inc.",OK,,899,2023-01-13,2026-08-19
STRL,S&P 400,Sterling Infrastructure,OK,,901,2023-01-13,2026-08-19
STWD,S&P 400,Starwood Property Trust,OK,,901,2023-01-13,2026-08-19
SUPN,S&P 600,"Supernus Pharmaceuticals, Inc.",OK,,900,2023-01-13,2026-08-19
SWX,S&P 400,Southwest Gas Corp,OK,,899,2023-01-13,2026-08-19
SXI,S&P 600,Standex International Corporation,OK,,899,2023-01-13,2026-08-19
SXT,S&P 600,Sensient Technologies,OK,,899,2023-01-13,2026-08-19
SYNA,S&P 400,Synaptics,OK,,902,2023-01-13,2026-08-19
TALO,S&P 600,"Talos Energy, Inc.",OK,,899,2023-01-13,2026-08-19
TBBK,S&P 600,"The Bancorp, Inc.",OK,,902,2023-01-13,2026-08-19
TCBI,S&P 400,Texas Capital Bancshares,OK,,902,2023-01-13,2026-08-19
TDC,S&P 600,Teradata,OK,,899,2023-01-13,2026-08-19
TDS,S&P 600,"Telephone and Data Systems, Inc.",OK,,899,2023-01-13,2026-08-19
TDW,S&P 600,"Tidewater, Inc.",OK,,899,2023-01-13,2026-08-19
TEX,S&P 400,Terex,OK,,899,2023-01-13,2026-08-19
TFIN,S&P 600,"Triumph Bancorp, Inc.",OK,,900,2023-01-13,2026-08-19
TFX,S&P 600,Teleflex,OK,,899,2023-01-13,2026-08-19
TGTX,S&P 600,"TG Therapeutics, Inc.",OK,,901,2023-01-13,2026-08-19
THC,S&P 400,Tenet Health,OK,,899,2023-01-13,2026-08-19
THG,S&P 400,Hanover Insurance,OK,,902,2023-01-13,2026-08-19
THO,S&P 400,Thor Industries,OK,,899,2023-01-13,2026-08-19
THRM,S&P 600,Gentherm Incorporated,OK,,899,2023-01-13,2026-08-19
TILE,S&P 600,"Interface, Inc.",OK,,899,2023-01-13,2026-08-19
TKR,S&P 400,Timken,OK,,899,2023-01-13,2026-08-19
TLN,S&P 400,Talen Energy,OK,,803,2023-06-02,2026-08-19
TMDX,S&P 600,"TransMedics Group, Inc.",OK,,899,2023-01-13,2026-08-19
TMP,S&P 600,Tompkins Financial Corporation,OK,,899,2023-01-13,2026-08-19
TNC,S&P 600,Tennant Company,OK,,899,2023-01-13,2026-08-19
TNDM,S&P 600,Tandem Diabetes Care,OK,,899,2023-01-13,2026-08-19
TNL,S&P 400,Travel + Leisure Co.,OK,,899,2023-01-13,2026-08-19
TOL,S&P 400,Toll Brothers,OK,,899,2023-01-13,2026-08-19
TOST,S&P 400,"Toast, Inc.",OK,,902,2023-01-13,2026-08-19
TPC,S&P 600,Tutor Perini Corporation,OK,,902,2023-01-13,2026-08-19
TR,S&P 600,"Tootsie Roll Industries, Inc.",OK,,899,2023-01-13,2026-08-19
TREX,S&P 400,Trex,OK,,899,2023-01-13,2026-08-19
TRIP,S&P 600,TripAdvisor,OK,,899,2023-01-13,2026-08-19
TRMK,S&P 600,Trustmark Corp.,OK,,899,2023-01-13,2026-08-19
TRN,S&P 600,"Trinity Industries, Inc.",OK,,900,2023-01-13,2026-08-19
TRNO,S&P 600,Terreno Realty Corporation,OK,,902,2023-01-13,2026-08-19
TRST,S&P 600,TrustCo Bank Corp NY,OK,,902,2023-01-13,2026-08-19
TRU,S&P 400,TransUnion,OK,,899,2023-01-13,2026-08-19
TRUP,S&P 600,Trupanion,OK,,899,2023-01-13,2026-08-19
TTC,S&P 400,Toro,OK,,902,2023-01-13,2026-08-19
TTEK,S&P 400,Tetra Tech,OK,,899,2023-01-13,2026-08-19
TTMI,S&P 400,TTM Technologies,OK,,902,2023-01-13,2026-08-19
TWLO,S&P 400,Twilio,OK,,902,2023-01-13,2026-08-19
TXNM,S&P 400,TXNM Energy,OK,,899,2023-01-13,2026-08-19
TXRH,S&P 400,Texas Roadhouse,OK,,899,2023-01-13,2026-08-19
UA,S&P 600,Under Armour (Class C),OK,,902,2023-01-13,2026-08-19
UAA,S&P 600,Under Armour (Class A),OK,,902,2023-01-13,2026-08-19
UBSI,S&P 400,United Bankshares,OK,,899,2023-01-13,2026-08-19
UCB,S&P 600,"United Community Banks, Inc.",OK,,902,2023-01-13,2026-08-19
UCTT,S&P 600,"Ultra Clean Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
UE,S&P 600,Urban Edge Properties,OK,,899,2023-01-13,2026-08-19
UFCS,S&P 600,"United Fire Group, Inc.",OK,,899,2023-01-13,2026-08-19
UFPI,S&P 400,UFP Industries,OK,,899,2023-01-13,2026-08-19
UFPT,S&P 600,"UFP Technologies, Inc.",OK,,899,2023-01-13,2026-08-19
UGI,S&P 400,UGI Corp,OK,,899,2023-01-13,2026-08-19
ULS,S&P 400,UL Solutions,OK,,587,2024-04-12,2026-08-19
UMBF,S&P 400,UMB Financial Corp.,OK,,902,2023-01-13,2026-08-19
UNF,S&P 600,UniFirst Corporation,OK,,899,2023-01-13,2026-08-19
UNFI,S&P 600,United Natural Foods Inc,OK,,899,2023-01-13,2026-08-19
UNIT,S&P 600,Uniti Group,OK,,902,2023-01-13,2026-08-19
UNM,S&P 400,Unum,OK,,899,2023-01-13,2026-08-19
UPBD,S&P 600,"Upbound Group, Inc.",OK,,899,2023-01-13,2026-08-19
UPWK,S&P 600,"Upwork, Inc.",OK,,901,2023-01-13,2026-08-19
URBN,S&P 600,"Urban Outfitters, Inc.",OK,,899,2023-01-13,2026-08-19
USFD,S&P 400,US Foods,OK,,899,2023-01-13,2026-08-19
USLM,S&P 600,"United States Lime & Minerals, Inc.",OK,,899,2023-01-13,2026-08-19
USPH,S&P 600,"U.S. Physical Therapy, Inc.",OK,,902,2023-01-13,2026-08-19
UTHR,S&P 400,United Therapeutics,OK,,900,2023-01-13,2026-08-19
UTI,S&P 600,Universal Technical Institute,OK,,900,2023-01-13,2026-08-19
UTL,S&P 600,Unitil Corporation,OK,,902,2023-01-13,2026-08-19
UVV,S&P 600,Universal Corporation,OK,,899,2023-01-13,2026-08-19
VAC,S&P 600,Marriott Vacations Worldwide,OK,,902,2023-01-13,2026-08-19
VAL,S&P 400,Valaris,OK,,902,2023-01-13,2026-08-19
VC,S&P 400,Visteon,OK,,899,2023-01-13,2026-08-19
VCEL,S&P 600,Vericel,OK,,899,2023-01-13,2026-08-19
VCTR,S&P 600,"Victory Capital Holdings, Inc.",OK,,899,2023-01-13,2026-08-19
VCYT,S&P 600,"Veracyte, Inc.",OK,,901,2023-01-13,2026-08-19
VECO,S&P 600,Veeco Instruments Inc.,OK,,902,2023-01-13,2026-08-19
VFC,S&P 400,VF Corporation,OK,,900,2023-01-13,2026-08-19
VGNT,S&P 600,Versigent PLC,OK,,97,2026-03-27,2026-08-19
VIAV,S&P 400,Viavi Solutions,OK,,902,2023-01-13,2026-08-19
VICR,S&P 400,Vicor Corporation,OK,,902,2023-01-13,2026-08-19
VIR,S&P 600,"Vir Biotechnology, Inc.",OK,,899,2023-01-13,2026-08-19
VIRT,S&P 600,"Virtu Financial, Inc.",OK,,902,2023-01-13,2026-08-19
VLY,S&P 400,Valley Bank,OK,,902,2023-01-13,2026-08-19
VMI,S&P 400,Valmont Industries,OK,,902,2023-01-13,2026-08-19
VNO,S&P 400,Vornado Realty Trust,OK,,902,2023-01-13,2026-08-19
VNOM,S&P 400,Viper Energy,OK,,900,2023-01-13,2026-08-19
VNT,S&P 400,Vontier,OK,,899,2023-01-13,2026-08-19
VOYA,S&P 400,Voya Financial,OK,,902,2023-01-13,2026-08-19
VRRM,S&P 600,Verra Mobility Corporation,OK,,902,2023-01-13,2026-08-19
VRTS,S&P 600,"Virtus Investment Partners, Inc.",OK,,902,2023-01-13,2026-08-19
VSAT,S&P 600,"Viasat, Inc.",OK,,900,2023-01-13,2026-08-19
VSEC,S&P 600,VSE Corporation,OK,,899,2023-01-13,2026-08-19
VSH,S&P 600,Vishay Intertechnology,OK,,901,2023-01-13,2026-08-19
VSNT,S&P 600,"Versant Media Group, Inc.",OK,,167,2025-12-15,2026-08-19
VSTS,S&P 600,Vestis,OK,,723,2023-09-27,2026-08-19
VSXY,S&P 600,Victoria's Secret,OK,,902,2023-01-13,2026-08-19
VTOL,S&P 600,Bristow Group Inc.,OK,,899,2023-01-13,2026-08-19
VVV,S&P 400,Valvoline,OK,,899,2023-01-13,2026-08-19
VVX,S&P 600,"V2X, Inc.",OK,,899,2023-01-13,2026-08-19
VYX,S&P 600,NCR Voyix,OK,,900,2023-01-13,2026-08-19
WABC,S&P 600,Westamerica Bank,OK,,899,2023-01-13,2026-08-19
WAFD,S&P 600,"WaFd, Inc.",OK,,902,2023-01-13,2026-08-19
WAL,S&P 400,Western Alliance Bancorporation,OK,,900,2023-01-13,2026-08-19
WAY,S&P 600,Waystar Holding Corp,OK,,548,2024-06-07,2026-08-19
WBS,S&P 400,Webster Bank,OK,,902,2023-01-13,2026-08-19
WCC,S&P 400,WESCO International,OK,,899,2023-01-13,2026-08-19
WD,S&P 600,"Walker & Dunlop, Inc.",OK,,902,2023-01-13,2026-08-19
WDFC,S&P 600,WD-40 Company,OK,,899,2023-01-13,2026-08-19
WEN,S&P 600,The Wendy's Company,OK,,902,2023-01-13,2026-08-19
WERN,S&P 600,Werner Enterprises,OK,,899,2023-01-13,2026-08-19
WEX,S&P 400,WEX Inc.,OK,,899,2023-01-13,2026-08-19
WFRD,S&P 400,Weatherford International,OK,,900,2023-01-13,2026-08-19
WGO,S&P 600,"Winnebago Industries, Inc.",OK,,902,2023-01-13,2026-08-19
WH,S&P 400,Wyndham Hotels & Resorts,OK,,899,2023-01-13,2026-08-19
WHD,S&P 600,"Cactus, Inc.",OK,,902,2023-01-13,2026-08-19
WHR,S&P 400,Whirlpool Corporation,OK,,901,2023-01-13,2026-08-19
WINA,S&P 600,Winmark,OK,,899,2023-01-13,2026-08-19
WING,S&P 400,Wingstop,OK,,901,2023-01-13,2026-08-19
WKC,S&P 600,World Kinect Corporation,OK,,899,2023-01-13,2026-08-19
WLK,S&P 400,Westlake Corporation,OK,,899,2023-01-13,2026-08-19
WLY,S&P 600,John Wiley & Sons,OK,,902,2023-01-13,2026-08-19
WMG,S&P 400,Warner Music Group,OK,,899,2023-01-13,2026-08-19
WMS,S&P 400,Advanced Drainage Systems,OK,,899,2023-01-13,2026-08-19
WOR,S&P 600,Worthington Enterprises,OK,,899,2023-01-13,2026-08-19
WPC,S&P 400,W. P. Carey,OK,,899,2023-01-13,2026-08-19
WRBY,S&P 600,Warby Parker,OK,,899,2023-01-13,2026-08-19
WRLD,S&P 600,World Acceptance Corporation,OK,,902,2023-01-13,2026-08-19
WS,S&P 600,Worthington Steel,OK,,680,2023-11-28,2026-08-19
WSBC,S&P 600,WesBanco,OK,,902,2023-01-13,2026-08-19
WSC,S&P 600,WillScot Holdings Corp.,OK,,899,2023-01-13,2026-08-19
WSFS,S&P 600,WSFS Financial Corporation,OK,,899,2023-01-13,2026-08-19
WSO,S&P 400,Watsco,OK,,899,2023-01-13,2026-08-19
WT,S&P 600,"WisdomTree Investments, Inc.",OK,,900,2023-01-13,2026-08-19
WTFC,S&P 400,Wintrust Financial,OK,,899,2023-01-13,2026-08-19
WTRG,S&P 400,Essential Utilities,OK,,899,2023-01-13,2026-08-19
WTS,S&P 400,Watts Water Technologies,OK,,899,2023-01-13,2026-08-19
WU,S&P 600,Western Union,OK,,901,2023-01-13,2026-08-19
WWD,S&P 400,"Woodward, Inc.",OK,,902,2023-01-13,2026-08-19
WWW,S&P 600,"Wolverine World Wide, Inc.",OK,,902,2023-01-13,2026-08-19
XHR,S&P 600,"Xenia Hotels & Resorts, Inc.",OK,,899,2023-01-13,2026-08-19
XNCR,S&P 600,Xencor Inc,OK,,901,2023-01-13,2026-08-19
XPEL,S&P 600,"XPEL, Inc.",OK,,902,2023-01-13,2026-08-19
XPO,S&P 400,"XPO, Inc.",OK,,902,2023-01-13,2026-08-19
XRAY,S&P 400,Dentsply Sirona,OK,,899,2023-01-13,2026-08-19
YELP,S&P 600,"Yelp, Inc.",OK,,902,2023-01-13,2026-08-19
YETI,S&P 400,Yeti Holdings,OK,,902,2023-01-13,2026-08-19
YOU,S&P 600,"Clear Secure, Inc.",OK,,901,2023-01-13,2026-08-19
ZD,S&P 600,Ziff Davis,OK,,899,2023-01-13,2026-08-19
ZION,S&P 400,Zions Bancorporation,OK,,899,2023-01-13,2026-08-19
ZWS,S&P 600,Zurn Elkay Water Solutions Corp.,OK,,899,2023-01-13,2026-08-19
